ID,age,job_id,id_marital,id_education,default,balance,housing,loan,id_contact,day,month,duration,campaign,pdays,previous,id_poutcome,target
858,36,4,M,S,no,-461,no,no,C,11,may,254,2,353,1,F,no
859,34,6,S,T,no,144,yes,yes,C,14,oct,104,1,85,19,F,no
860,51,7,D,T,no,4,yes,yes,C,20,apr,74,5,-1,0,U,no
861,58,4,M,P,no,309,no,no,C,19,aug,156,2,-1,0,U,no
862,48,3,M,T,no,866,no,no,C,29,jan,146,2,-1,0,U,no
863,41,8,S,S,no,1020,yes,no,U,19,may,882,1,-1,0,U,yes
864,49,5,M,P,no,489,yes,no,U,27,may,84,4,-1,0,U,no
865,43,3,M,P,no,8167,yes,no,U,19,may,114,2,-1,0,U,no
866,32,4,S,S,no,-255,no,yes,U,2,jul,957,3,-1,0,U,no
867,54,11,M,S,no,3671,no,no,U,11,jun,67,3,-1,0,U,no
868,33,4,D,P,no,636,yes,no,C,9,jul,211,11,-1,0,U,no
869,35,6,M,S,no,141,yes,no,C,19,aug,299,2,-1,0,U,no
870,56,6,M,S,no,150,yes,yes,C,11,may,102,6,349,1,F,no
871,57,6,M,S,no,839,no,yes,U,5,may,225,1,-1,0,U,no
872,31,10,S,P,no,26965,no,no,C,21,apr,654,2,-1,0,U,yes
873,33,6,S,S,no,716,yes,no,C,14,may,234,2,-1,0,U,no
874,29,6,S,T,no,2485,no,no,T,24,jul,48,6,-1,0,U,no
875,38,3,S,T,no,15030,yes,no,C,13,may,167,1,174,7,O,no
876,37,8,M,S,no,11303,no,no,C,26,may,500,2,-1,0,U,no
877,33,7,M,T,no,595,no,no,C,7,aug,22,2,-1,0,U,no
878,30,3,S,T,no,19358,no,no,C,19,nov,258,2,-1,0,U,no
879,31,5,S,S,no,203,no,yes,C,19,nov,177,1,-1,0,U,no
880,28,6,S,T,no,183,yes,yes,U,28,may,62,2,-1,0,U,no
881,26,8,S,S,no,255,no,no,C,30,apr,457,1,80,1,S,yes
882,31,6,S,S,no,102,yes,no,T,17,apr,460,2,345,2,F,no
883,50,10,D,P,no,94,yes,no,C,22,jul,184,4,-1,0,U,no
884,45,7,M,P,no,58,yes,no,T,13,may,119,3,371,3,F,no
885,48,3,M,P,no,606,no,no,C,5,mar,77,6,-1,0,U,no
886,41,6,M,S,no,0,no,yes,C,23,jul,107,1,-1,0,U,no
887,60,6,M,P,no,65,yes,no,U,9,may,1028,2,-1,0,U,yes
888,41,4,M,S,no,338,yes,no,U,14,may,87,1,-1,0,U,no
889,43,4,M,P,no,757,yes,no,U,9,may,315,4,-1,0,U,no
890,36,3,M,T,no,9269,yes,yes,C,19,nov,107,2,-1,0,U,no
891,40,4,M,P,no,1206,no,yes,T,16,jul,201,5,-1,0,U,no
892,28,3,S,T,no,882,no,yes,C,29,jan,94,1,205,2,F,no
893,27,9,S,T,no,5291,no,no,C,12,nov,192,2,92,2,F,yes
894,49,3,S,S,no,61,yes,no,C,29,jan,185,2,246,1,F,no
895,37,6,M,T,no,0,yes,no,C,17,nov,77,1,-1,0,U,no
896,31,4,M,S,no,1407,yes,no,C,6,may,142,3,-1,0,U,no
897,31,6,S,S,yes,25,no,no,C,2,feb,381,1,-1,0,U,no
898,31,4,M,S,no,1354,yes,yes,C,17,nov,222,2,-1,0,U,no
899,35,4,M,P,no,793,yes,no,C,17,apr,106,1,-1,0,U,no
900,51,4,D,U,no,10287,yes,no,U,29,may,117,1,-1,0,U,no
901,33,6,S,S,no,5235,no,no,C,7,aug,67,3,-1,0,U,no
902,30,6,S,T,no,3,yes,no,C,6,may,45,2,169,2,F,no
903,58,6,S,S,no,409,no,yes,C,14,jul,643,2,-1,0,U,no
904,34,8,M,T,no,35,yes,no,C,15,oct,76,1,69,2,F,no
905,45,3,M,T,no,-459,no,no,C,21,aug,508,6,-1,0,U,no
906,28,2,S,S,no,198,no,no,C,5,jul,128,2,-1,0,U,yes
907,31,4,M,P,no,99,yes,no,C,17,apr,193,2,322,1,O,no
908,40,3,M,T,no,60,no,no,U,16,jun,172,6,-1,0,U,no
909,30,2,S,S,no,3485,no,no,C,2,feb,142,2,-1,0,U,no
910,34,7,M,S,no,-139,yes,yes,U,27,may,492,2,-1,0,U,no
911,40,4,M,S,no,952,no,yes,U,12,jun,140,1,-1,0,U,no
912,59,11,M,P,no,1427,no,no,U,18,jun,140,2,-1,0,U,no
913,43,6,S,T,no,1017,yes,no,U,19,may,257,2,-1,0,U,no
914,41,3,M,T,no,-29,no,no,C,29,jan,41,2,266,2,F,no
915,33,6,D,S,no,9,no,no,C,21,aug,91,2,-1,0,U,no
916,33,3,M,S,no,4040,yes,no,C,20,apr,132,2,-1,0,U,no
917,36,4,M,S,no,13,no,no,U,3,jun,284,1,-1,0,U,no
918,32,5,S,S,no,1259,no,no,C,25,jul,184,2,-1,0,U,no
919,25,8,M,S,no,18,yes,no,C,18,jul,225,1,-1,0,U,no
920,25,4,M,S,no,-76,yes,no,U,12,may,241,3,-1,0,U,no
921,38,6,S,T,no,221,no,no,C,20,aug,79,3,-1,0,U,no
922,34,3,M,T,no,136,yes,no,C,22,apr,156,1,-1,0,U,no
923,67,4,M,S,no,16353,no,no,C,27,oct,223,2,-1,0,U,no
924,32,4,M,S,no,-63,yes,no,U,30,may,198,1,-1,0,U,no
925,45,10,M,P,no,7353,no,no,C,13,aug,536,2,-1,0,U,no
926,33,4,M,P,no,511,yes,no,U,21,may,304,2,-1,0,U,no
927,38,8,M,P,no,3913,yes,no,C,20,apr,196,2,315,2,F,no
928,32,6,D,S,no,1097,yes,no,U,12,may,298,2,-1,0,U,no
929,54,11,D,T,no,6102,yes,yes,U,21,may,86,6,-1,0,U,no
930,51,8,D,S,no,340,yes,no,U,8,may,186,1,-1,0,U,no
931,42,4,M,P,no,-119,yes,no,C,22,jul,167,3,-1,0,U,no
932,41,8,M,S,no,2993,yes,no,C,22,jul,24,12,-1,0,U,no
933,39,3,D,T,no,3575,no,yes,C,18,aug,74,3,-1,0,U,no
934,38,4,M,S,no,361,yes,no,U,11,jun,601,1,-1,0,U,no
935,39,3,M,S,no,1072,yes,no,U,27,may,1168,2,-1,0,U,no
936,46,4,M,P,no,2904,no,no,C,20,apr,277,2,-1,0,U,no
937,50,7,D,T,no,1790,no,yes,C,6,feb,748,3,-1,0,U,no
938,33,4,M,S,no,86,yes,no,U,19,may,364,1,-1,0,U,no
939,37,6,M,S,no,1633,yes,no,U,19,may,229,3,-1,0,U,no
940,31,3,M,T,no,8312,no,no,C,29,aug,43,13,-1,0,U,no
941,34,4,D,U,no,172,no,no,C,15,jun,177,1,-1,0,U,yes
942,34,3,M,T,no,0,yes,no,C,7,aug,262,1,99,2,S,yes
943,36,3,M,T,no,222,yes,no,C,6,may,317,1,169,2,F,no
944,40,6,M,S,no,109,no,no,U,20,jun,402,22,-1,0,U,no
945,40,4,M,S,no,1451,no,no,C,1,jun,314,1,-1,0,U,yes
946,41,6,M,S,no,1066,no,no,C,11,feb,109,3,-1,0,U,yes
947,52,3,M,T,no,3163,no,no,C,25,aug,56,6,-1,0,U,no
948,40,2,S,S,no,888,yes,no,U,12,may,169,2,-1,0,U,no
949,48,4,S,U,no,428,yes,no,C,18,may,127,1,-1,0,U,no
950,33,3,D,S,no,106,no,no,C,20,aug,175,3,-1,0,U,no
951,44,6,D,S,no,0,no,no,C,12,aug,56,2,-1,0,U,no
952,55,3,M,T,no,979,no,yes,C,8,jul,123,1,-1,0,U,no
953,51,8,M,S,no,2662,no,no,T,28,jan,148,2,-1,0,U,no
954,34,3,S,T,no,84,no,no,C,5,feb,231,1,-1,0,U,no
955,58,11,D,U,no,5920,yes,no,C,23,jul,255,1,-1,0,U,no
956,39,3,S,T,no,816,yes,no,C,27,aug,37,3,-1,0,U,no
957,27,1,S,S,no,3276,no,no,C,5,aug,106,1,110,2,O,no
958,55,3,D,U,no,2,yes,no,U,19,may,95,1,-1,0,U,no
959,35,6,S,S,no,-51,no,no,U,2,jul,134,2,-1,0,U,no
960,37,6,S,T,no,3315,yes,no,C,9,apr,820,2,-1,0,U,no
961,52,6,M,S,no,196,yes,yes,C,24,feb,116,1,273,3,F,no
962,41,4,M,S,no,552,yes,no,C,12,may,463,1,-1,0,U,no
963,52,8,M,S,no,2347,no,yes,C,12,aug,603,3,-1,0,U,no
964,34,4,S,S,no,3723,yes,no,U,27,may,47,5,-1,0,U,no
965,53,3,D,P,no,255,no,no,C,19,nov,126,1,-1,0,U,no
966,33,3,S,T,no,3143,no,no,C,29,jun,421,2,-1,0,U,yes
967,47,5,M,S,no,0,no,no,U,26,jun,174,8,-1,0,U,no
968,35,4,M,S,no,6411,yes,yes,C,30,jan,144,1,266,2,F,no
969,33,3,S,T,no,1909,no,no,C,8,aug,191,2,-1,0,U,no
970,55,4,M,P,no,3873,no,no,T,21,apr,222,1,-1,0,U,no
971,58,5,M,P,no,1013,yes,no,C,11,aug,206,1,461,1,F,yes
972,44,8,M,S,no,262,yes,no,C,9,jul,74,1,-1,0,U,no
973,25,2,S,S,no,3217,yes,no,U,28,may,24,1,-1,0,U,no
974,37,6,S,S,no,5436,yes,no,C,6,may,7,11,351,1,F,no
975,41,4,M,P,no,2067,yes,no,C,15,may,493,7,-1,0,U,no
976,34,4,S,S,no,215,no,no,C,3,mar,350,3,-1,0,U,yes
977,36,2,D,S,no,1594,no,no,U,6,jun,250,3,-1,0,U,no
978,44,5,M,T,no,134,no,no,C,28,aug,86,4,-1,0,U,no
979,34,7,D,T,no,262,no,no,C,20,nov,371,1,-1,0,U,no
980,56,4,D,P,no,3021,no,no,U,9,jun,419,2,-1,0,U,no
981,43,3,D,T,no,388,yes,no,U,8,may,2087,2,-1,0,U,yes
982,28,4,S,S,no,3412,yes,no,C,15,may,22,4,-1,0,U,no
983,54,4,M,S,no,1291,yes,no,U,5,may,266,1,-1,0,U,no
984,37,6,D,S,no,79,no,no,C,21,jul,191,1,-1,0,U,no
985,59,5,M,T,no,2013,no,no,C,19,feb,222,4,94,2,S,yes
986,58,4,D,S,no,543,no,yes,T,17,jul,264,3,-1,0,U,no
987,56,3,D,T,no,1016,yes,no,U,9,jun,184,5,-1,0,U,no
988,32,4,S,S,no,604,no,yes,C,28,may,95,3,-1,0,U,no
989,42,3,S,T,no,525,no,no,C,13,aug,127,2,-1,0,U,no
990,52,11,D,P,no,353,no,no,C,31,jul,395,4,-1,0,U,no
991,46,3,M,T,no,964,yes,no,C,8,apr,174,1,-1,0,U,no
992,37,8,M,T,no,3913,yes,no,C,27,apr,124,1,-1,0,U,yes
993,39,4,M,P,no,879,yes,no,U,26,may,102,2,-1,0,U,no
994,31,8,M,S,no,314,yes,no,C,17,apr,279,1,-1,0,U,no
995,59,10,M,P,no,0,no,no,C,27,aug,76,11,-1,0,U,no
996,38,4,M,S,no,1370,yes,no,C,11,may,472,2,-1,0,U,no
997,58,3,M,S,no,37,no,no,C,18,aug,84,11,-1,0,U,no
998,34,3,S,T,no,673,yes,yes,C,20,nov,271,1,184,1,F,no
999,40,2,M,S,no,-342,yes,no,U,26,may,754,1,-1,0,U,no
1000,20,9,S,S,no,291,no,no,T,11,may,172,5,371,5,F,no
1001,34,6,M,S,no,209,yes,yes,C,8,apr,375,2,-1,0,U,no
1002,31,6,S,T,no,438,yes,no,C,12,aug,130,2,-1,0,U,no
1003,39,8,S,S,no,1242,yes,no,U,12,may,303,3,-1,0,U,no
1004,34,7,M,T,no,355,yes,no,U,16,may,261,1,-1,0,U,no
1005,24,4,M,S,no,204,yes,yes,C,17,apr,229,3,-1,0,U,no
1006,41,3,M,T,no,10758,yes,no,C,1,jun,288,1,-1,0,U,no
1007,40,3,M,T,no,5,yes,no,C,18,nov,219,3,-1,0,U,no
1008,45,6,S,S,no,410,yes,no,U,30,may,891,4,-1,0,U,yes
1009,36,3,M,T,no,605,yes,no,U,26,may,204,1,-1,0,U,no
1010,53,3,M,T,no,4,no,no,U,20,jun,19,6,-1,0,U,no
1011,23,9,S,S,no,8494,no,no,C,25,aug,158,2,-1,0,U,no
1012,42,7,M,P,no,198,yes,no,U,8,may,314,1,-1,0,U,no
1013,48,4,M,S,no,841,yes,no,U,19,may,215,1,-1,0,U,no
1014,34,3,M,T,no,8,no,no,C,25,aug,169,4,-1,0,U,no
1015,36,8,M,S,no,470,yes,no,C,31,jul,101,4,-1,0,U,no
1016,43,11,M,S,no,520,yes,no,U,20,may,15,13,-1,0,U,no
1017,36,4,M,S,no,439,yes,no,U,21,may,260,5,-1,0,U,no
1018,49,4,M,S,no,-454,yes,no,C,14,may,558,1,-1,0,U,yes
1019,55,11,M,S,no,466,no,no,U,17,jun,287,4,-1,0,U,no
1020,53,11,M,S,no,665,yes,no,C,22,apr,371,2,-1,0,U,yes
1021,42,6,M,S,no,994,yes,no,C,11,aug,149,1,78,5,F,yes
1022,45,8,M,S,no,5346,yes,yes,U,21,oct,187,1,-1,0,U,yes
1023,31,4,M,S,no,1243,yes,no,U,21,may,32,1,-1,0,U,no
1024,32,8,M,T,no,0,yes,no,U,5,may,138,1,-1,0,U,no
1025,36,4,M,S,no,2357,yes,no,U,17,jun,228,2,-1,0,U,no
1026,56,11,M,S,no,1044,no,no,T,3,jul,353,2,-1,0,U,yes
1027,46,8,M,S,no,1069,yes,no,U,8,may,45,2,-1,0,U,no
1028,41,10,S,S,no,231,no,no,C,9,jul,76,2,-1,0,U,no
1029,31,8,M,S,no,0,yes,yes,U,6,may,144,2,-1,0,U,no
1030,32,6,M,S,no,266,yes,no,C,19,aug,168,2,-1,0,U,no
1031,38,3,M,T,no,-70,yes,no,C,30,jan,140,1,2,3,O,no
1032,49,11,S,P,no,25824,no,no,U,17,jun,94,1,-1,0,U,no
1033,46,3,S,P,no,538,no,no,U,17,jun,118,3,-1,0,U,no
1034,29,6,S,S,no,534,yes,no,C,18,may,382,1,-1,0,U,no
1035,36,8,M,U,no,2323,no,no,C,19,nov,111,1,-1,0,U,no
1036,38,8,M,S,no,1852,yes,no,C,15,may,298,2,-1,0,U,no
1037,53,6,M,S,no,2647,yes,no,U,30,may,121,1,-1,0,U,no
1038,43,3,M,T,no,2767,yes,no,U,15,may,317,7,-1,0,U,no
1039,41,3,M,T,no,176,yes,yes,U,5,may,42,1,-1,0,U,no
1040,42,3,S,S,no,9720,no,no,C,5,aug,81,2,-1,0,U,no
1041,55,4,D,S,no,1613,yes,no,C,3,apr,296,1,270,3,F,yes
1042,39,8,D,S,no,2903,yes,yes,T,25,jul,259,2,-1,0,U,no
1043,30,8,S,S,no,81,yes,no,C,6,aug,121,6,112,3,O,no
1044,41,4,M,S,no,780,yes,no,C,15,may,432,3,-1,0,U,no
1045,44,1,M,T,no,178,no,no,C,8,aug,126,2,-1,0,U,no
1046,58,3,M,T,no,299,no,no,C,16,jul,120,4,-1,0,U,no
1047,35,11,M,P,no,285,yes,no,C,29,jan,136,1,-1,0,U,no
1048,27,4,M,S,no,872,yes,no,C,17,apr,1130,3,-1,0,U,no
1049,34,2,M,S,no,1337,no,no,C,17,dec,330,2,127,3,S,yes
1050,25,2,M,S,no,72,yes,no,C,23,jul,305,2,-1,0,U,no
1051,36,4,M,S,no,0,no,no,U,20,jun,332,3,-1,0,U,no
1052,38,4,M,S,no,-388,yes,no,U,9,may,412,1,-1,0,U,no
1053,30,8,M,S,no,11,yes,no,C,11,may,157,1,-1,0,U,no
1054,47,4,D,S,yes,-535,yes,no,C,30,jul,71,2,-1,0,U,no
1055,41,2,D,S,no,787,yes,no,C,8,may,297,2,-1,0,U,no
1056,36,3,S,T,no,3343,no,no,C,18,nov,307,1,-1,0,U,no
1057,63,7,M,S,no,3904,no,no,T,4,aug,250,2,187,2,S,yes
1058,23,3,S,T,no,736,yes,no,C,30,apr,119,1,-1,0,U,no
1059,32,3,M,T,no,1390,no,no,C,7,aug,116,2,-1,0,U,no
1060,57,11,M,P,no,808,no,no,T,7,jul,274,1,-1,0,U,no
1061,48,3,M,T,no,1147,no,no,C,5,aug,389,1,64,2,S,yes
1062,49,2,M,S,no,1122,no,no,C,4,aug,143,1,-1,0,U,no
1063,50,6,M,S,no,-568,yes,yes,U,28,may,860,2,-1,0,U,no
1064,33,4,M,P,no,1165,yes,no,U,21,may,420,2,-1,0,U,no
1065,53,2,D,S,no,-905,yes,no,U,28,may,213,1,-1,0,U,no
1066,30,1,M,T,no,0,yes,no,C,18,nov,756,1,-1,0,U,no
1067,38,6,M,S,no,740,no,no,C,7,aug,259,3,-1,0,U,no
1068,44,3,M,S,no,8262,yes,no,C,23,jul,201,16,-1,0,U,no
1069,39,8,S,S,no,14,yes,yes,U,13,may,19,9,-1,0,U,no
1070,45,6,S,U,no,7108,yes,yes,C,18,nov,53,1,172,3,F,no
1071,36,4,M,S,no,1049,yes,no,C,14,may,224,4,-1,0,U,yes
1072,38,4,M,S,no,0,yes,no,C,13,may,57,5,349,1,O,no
1073,36,10,M,S,no,419,yes,no,U,30,may,251,1,-1,0,U,no
1074,30,3,S,T,no,726,yes,no,C,16,apr,39,1,342,3,F,no
1075,28,6,D,T,no,594,yes,yes,U,18,jun,54,3,-1,0,U,no
1076,26,1,M,T,no,454,yes,yes,U,23,may,28,18,-1,0,U,no
1077,54,12,M,S,no,2206,no,no,C,12,nov,104,1,99,2,O,yes
1078,38,8,M,T,no,1988,no,no,C,27,mar,164,2,130,2,F,yes
1079,32,6,S,T,no,0,no,no,C,7,aug,268,2,-1,0,U,no
1080,50,8,D,S,no,202,no,yes,C,17,nov,148,1,-1,0,U,no
1081,43,4,M,S,no,667,yes,no,U,7,may,228,3,-1,0,U,no
1082,48,8,M,S,no,112,no,no,C,18,aug,139,5,-1,0,U,no
1083,57,10,M,P,no,50,no,no,C,18,aug,89,3,-1,0,U,no
1084,64,10,M,P,no,768,no,no,C,15,jul,250,2,182,1,S,no
1085,26,2,D,S,no,74,yes,no,U,23,may,106,6,-1,0,U,no
1086,33,4,M,S,no,661,yes,no,C,18,jul,968,1,-1,0,U,yes
1087,50,5,M,S,no,3025,no,yes,C,6,aug,168,3,-1,0,U,no
1088,47,5,M,T,no,751,no,no,C,24,jul,408,14,-1,0,U,no
1089,39,3,S,T,no,416,no,no,C,23,oct,56,4,-1,0,U,no
1090,52,2,M,P,no,14,no,yes,C,28,jul,55,5,-1,0,U,no
1091,31,4,S,P,no,-502,yes,no,U,29,may,76,4,-1,0,U,no
1092,50,4,M,P,no,0,no,no,C,11,aug,72,5,-1,0,U,no
1093,47,6,M,S,no,599,yes,no,C,13,aug,99,3,-1,0,U,no
1094,30,3,S,T,no,-218,yes,no,C,27,aug,13,15,-1,0,U,no
1095,32,6,S,T,no,1012,no,no,C,14,apr,178,1,-1,0,U,no
1096,36,6,M,S,no,300,no,no,U,9,jun,287,1,-1,0,U,no
1097,46,6,M,T,no,217,yes,no,C,14,may,141,1,346,2,O,no
1098,45,3,D,T,no,2096,no,no,C,21,nov,127,1,100,2,F,no
1099,37,6,S,S,no,0,no,no,C,4,aug,69,2,-1,0,U,no
1100,58,10,M,P,no,5278,yes,no,U,4,jun,763,4,-1,0,U,no
1101,59,3,M,T,no,1831,no,no,C,17,feb,122,1,92,1,F,no
1102,28,3,M,T,no,1480,yes,no,C,18,may,143,1,-1,0,U,no
1103,48,3,M,T,no,7289,yes,no,C,2,feb,316,3,-1,0,U,no
1104,55,4,M,U,no,1665,no,no,T,30,jul,89,2,-1,0,U,no
1105,37,4,S,P,no,851,yes,no,C,15,may,151,1,352,1,F,no
1106,41,3,M,T,no,2885,no,no,C,19,nov,40,1,-1,0,U,no
1107,35,4,M,S,no,137,no,yes,U,4,oct,5,1,808,12,F,no
1108,34,4,S,S,no,1239,yes,no,C,18,jul,90,1,-1,0,U,no
1109,43,3,S,T,no,146,no,no,C,21,nov,50,1,113,5,O,no
1110,59,6,M,S,no,1,no,no,C,15,apr,159,2,378,3,F,yes
1111,50,4,D,P,no,-10,no,yes,C,10,jul,369,6,-1,0,U,no
1112,37,6,M,S,no,480,no,no,C,22,oct,344,2,182,8,O,yes
1113,35,6,M,S,no,2789,yes,no,C,4,sep,256,2,94,1,F,no
1114,50,6,S,S,no,3897,no,no,C,26,oct,298,1,-1,0,U,no
1115,36,6,D,S,no,487,no,yes,C,11,aug,268,3,-1,0,U,no
1116,41,8,M,S,no,5110,yes,no,C,13,apr,231,1,-1,0,U,no
1117,28,3,M,T,no,318,yes,no,U,27,may,4,4,-1,0,U,no
1118,42,6,S,T,no,-411,yes,no,C,12,may,78,5,292,3,F,no
1119,60,11,M,S,no,4820,no,no,U,5,jun,419,1,-1,0,U,no
1120,28,3,S,T,no,4937,yes,no,T,13,may,421,3,-1,0,U,no
1121,48,7,M,S,no,725,no,yes,C,10,jul,105,1,-1,0,U,no
1122,51,7,M,T,no,5403,no,no,U,6,jun,42,1,-1,0,U,no
1123,32,6,M,T,no,4089,no,no,C,26,may,114,7,287,3,F,no
1124,35,6,M,T,no,188,no,no,C,26,aug,286,2,-1,0,U,no
1125,37,6,M,U,no,189,no,no,C,1,oct,238,1,107,2,S,yes
1126,38,4,D,S,no,2998,yes,no,U,11,jun,91,1,-1,0,U,no
1127,77,11,M,S,no,610,no,no,C,13,aug,766,3,-1,0,U,no
1128,32,3,S,U,no,787,no,no,C,28,jan,92,1,-1,0,U,no
1129,43,6,D,S,no,167,no,no,C,4,aug,211,3,-1,0,U,no
1130,36,3,S,T,no,243,yes,no,C,7,may,160,2,360,3,F,no
1131,29,3,M,T,no,877,no,no,C,3,feb,166,3,-1,0,U,no
1132,32,8,S,S,no,2817,yes,no,C,21,nov,195,1,-1,0,U,no
1133,41,3,D,T,no,4567,yes,yes,C,16,jul,106,1,-1,0,U,no
1134,26,2,S,S,no,127,yes,yes,C,23,jul,85,3,-1,0,U,no
1135,34,4,M,P,no,176,no,no,C,24,jul,78,1,-1,0,U,no
1136,57,11,M,T,no,0,yes,yes,U,28,may,648,1,-1,0,U,yes
1137,36,2,S,S,no,1482,yes,no,C,18,nov,177,2,174,1,O,no
1138,42,4,M,S,no,3052,yes,no,U,27,may,32,1,-1,0,U,no
1139,35,6,D,S,no,56,no,no,C,29,aug,24,12,-1,0,U,no
1140,52,7,D,P,no,278,yes,no,U,7,may,688,2,-1,0,U,no
1141,36,3,S,T,no,3875,yes,no,U,27,may,21,5,-1,0,U,no
1142,46,6,M,S,no,-337,yes,no,U,27,may,112,1,-1,0,U,no
1143,60,3,D,T,no,366,no,no,C,3,jun,593,1,-1,0,U,yes
1144,57,10,M,P,no,501,yes,yes,C,7,aug,59,2,-1,0,U,no
1145,48,3,M,T,no,998,yes,no,C,29,jan,121,3,-1,0,U,no
1146,59,5,M,P,no,0,yes,no,T,28,jul,97,2,-1,0,U,no
1147,39,3,M,T,no,246,no,no,C,11,aug,86,2,-1,0,U,no
1148,44,4,M,S,no,-182,yes,yes,C,14,may,10,10,-1,0,U,no
1149,27,3,S,T,no,446,no,no,C,23,jun,205,3,-1,0,U,no
1150,59,11,M,S,no,1173,no,no,U,9,jun,77,2,-1,0,U,no
1151,36,6,D,S,no,5957,yes,no,C,18,nov,138,2,-1,0,U,no
1152,44,8,M,S,no,205,no,no,C,3,nov,289,1,-1,0,U,yes
1153,50,8,M,S,no,0,no,no,C,4,aug,86,4,-1,0,U,no
1154,41,3,D,T,no,369,yes,no,T,22,aug,9,3,-1,0,U,no
1155,47,8,M,S,no,1934,no,yes,C,14,may,225,1,364,1,F,no
1156,32,6,S,T,no,259,no,no,C,22,jul,407,4,-1,0,U,no
1157,38,4,M,S,no,284,yes,yes,U,3,jun,1030,6,-1,0,U,no
1158,55,4,M,U,no,23,no,no,C,13,aug,123,2,-1,0,U,no
1159,38,3,S,T,no,1373,no,no,C,22,oct,119,4,-1,0,U,no
1160,31,3,S,T,no,62,yes,no,C,18,may,175,1,293,5,F,no
1161,38,4,D,S,no,157,no,no,U,9,jun,299,5,-1,0,U,no
1162,29,1,S,T,no,991,no,no,C,5,feb,563,1,-1,0,U,no
1163,55,2,M,S,no,186,yes,yes,U,9,may,241,1,-1,0,U,no
1164,35,1,M,S,no,977,yes,no,C,4,may,52,4,91,1,O,no
1165,40,5,S,T,no,2893,no,no,C,2,jun,76,3,-1,0,U,no
1166,34,4,M,S,no,1897,yes,yes,C,19,nov,441,1,-1,0,U,no
1167,32,6,S,T,no,5514,no,no,C,22,apr,319,1,182,1,S,yes
1168,33,4,M,S,no,889,yes,no,U,18,sep,13,1,373,6,S,no
1169,33,3,M,T,no,273,yes,no,U,16,may,803,1,-1,0,U,yes
1170,37,8,M,S,no,1193,no,no,C,12,may,396,2,-1,0,U,no
1171,58,3,M,T,no,2729,no,no,U,18,jun,188,1,-1,0,U,no
1172,36,8,S,S,no,0,no,no,C,20,apr,637,1,-1,0,U,no
1173,42,4,M,S,no,230,yes,no,U,5,jun,175,7,-1,0,U,no
1174,34,6,S,S,no,2729,yes,no,C,6,apr,945,1,139,1,S,no
1175,35,3,M,T,no,317,yes,no,U,23,may,162,3,-1,0,U,no
1176,60,10,M,P,no,517,no,no,U,12,jun,1178,3,-1,0,U,no
1177,50,3,M,T,no,-470,yes,no,C,8,may,506,2,170,3,F,no
1178,28,5,S,T,no,4579,no,no,C,12,jan,409,2,-1,0,U,yes
1179,27,4,D,S,no,1,yes,no,C,14,jul,116,3,-1,0,U,no
1180,37,3,M,T,no,5106,no,no,C,30,apr,244,1,-1,0,U,yes
1181,31,6,M,T,no,636,yes,no,C,4,may,352,4,-1,0,U,yes
1182,34,2,M,S,no,1076,no,no,C,12,may,152,1,182,6,S,yes
1183,38,3,M,T,no,126,yes,no,U,21,may,164,2,-1,0,U,no
1184,32,5,M,S,no,-33,yes,no,U,28,may,234,3,-1,0,U,no
1185,37,6,M,S,no,430,no,no,C,27,aug,154,4,-1,0,U,no
1186,33,8,M,S,no,-6,yes,no,U,7,may,566,2,-1,0,U,no
1187,71,6,M,T,no,383,no,no,C,27,oct,327,2,183,3,S,no
1188,27,6,M,S,no,130,yes,no,C,7,may,265,3,-1,0,U,no
1189,38,4,M,P,no,2569,no,no,U,9,jun,172,1,-1,0,U,no
1190,34,6,S,S,no,201,no,no,C,22,jul,257,2,-1,0,U,no
1191,54,11,D,T,no,0,no,no,U,13,may,618,1,-1,0,U,yes
1192,30,4,M,S,no,6,yes,no,C,28,jan,241,3,-1,0,U,no
1193,35,7,S,S,no,475,no,yes,C,21,jul,936,4,-1,0,U,no
1194,33,4,S,S,no,706,yes,no,C,7,apr,329,1,322,1,F,no
1195,36,3,M,S,no,1825,yes,no,C,14,may,24,1,346,1,F,no
1196,59,5,M,T,no,185,no,no,C,22,jun,177,5,138,1,F,no
1197,72,4,M,P,no,4415,no,no,T,13,oct,120,1,-1,0,U,no
1198,64,3,M,T,no,679,no,no,T,22,apr,135,3,-1,0,U,no
1199,53,6,D,S,no,320,no,no,C,9,jul,175,1,-1,0,U,no
1200,35,3,S,T,no,2988,yes,no,C,25,may,179,1,-1,0,U,no
1201,58,5,M,S,no,1407,yes,no,U,30,may,58,1,-1,0,U,no
1202,40,6,M,S,no,1270,no,no,C,17,apr,342,2,-1,0,U,no
1203,41,2,D,S,no,654,yes,no,C,13,may,139,2,-1,0,U,no
1204,48,11,M,P,no,5173,yes,no,U,18,jun,88,8,-1,0,U,no
1205,44,7,M,T,no,3463,yes,yes,C,28,aug,210,3,-1,0,U,no
1206,39,4,M,U,no,0,no,no,C,2,feb,731,1,193,3,F,no
1207,61,3,M,T,no,6016,no,no,C,2,feb,670,3,-1,0,U,yes
1208,36,7,M,P,no,177,yes,no,U,12,may,63,5,-1,0,U,no
1209,28,3,M,T,no,3694,no,yes,C,8,jul,70,2,-1,0,U,no
1210,58,11,S,S,no,1640,no,yes,C,4,feb,72,6,274,4,F,no
1211,60,8,D,S,no,174,yes,no,C,15,may,241,1,364,1,F,no
